danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song,date,this_week,last_week,peak_position,weeks_on_chart
0.429,0.446,2,-13.246,1,0.0644,0.182,5.06e-06,0.385,0.686,125.514,audio_features,4f6Ijj1nFBWgnTdeiZYRK2,spotify:track:4f6Ijj1nFBWgnTdeiZYRK2,https://api.spotify.com/v1/tracks/4f6Ijj1nFBWgnTdeiZYRK2,https://api.spotify.com/v1/audio-analysis/4f6Ijj1nFBWgnTdeiZYRK2,149092,4,Eydie Gorme,You Need Hands,1958-08-11,64,57.0,57,2
0.687,0.619,8,-5.439,0,0.245,0.000795,2.83e-05,0.143,0.3,79.943,audio_features,1JmFlALJyeaXfzHzZKwmOe,spotify:track:1JmFlALJyeaXfzHzZKwmOe,https://api.spotify.com/v1/tracks/1JmFlALJyeaXfzHzZKwmOe,https://api.spotify.com/v1/audio-analysis/1JmFlALJyeaXfzHzZKwmOe,288019,4,Toni Arden,Padre,1958-08-04,63,,63,1
0.687,0.619,8,-5.439,0,0.245,0.000795,2.83e-05,0.143,0.3,79.943,audio_features,1JmFlALJyeaXfzHzZKwmOe,spotify:track:1JmFlALJyeaXfzHzZKwmOe,https://api.spotify.com/v1/tracks/1JmFlALJyeaXfzHzZKwmOe,https://api.spotify.com/v1/audio-analysis/1JmFlALJyeaXfzHzZKwmOe,288019,4,Toni Arden,Padre,1958-08-11,65,63.0,63,2
0.623,0.887,10,-7.263,1,0.0395,0.576,0.0,0.23,0.967,92.197,audio_features,3poeSSSKBYpa03nMafRPmX,spotify:track:3poeSSSKBYpa03nMafRPmX,https://api.spotify.com/v1/tracks/3poeSSSKBYpa03nMafRPmX,https://api.spotify.com/v1/audio-analysis/3poeSSSKBYpa03nMafRPmX,148462,4,Jerry Lee Lewis And His Pumping Piano,High School Confidential,1958-08-04,64,,63,1
0.623,0.887,10,-7.263,1,0.0395,0.576,0.0,0.23,0.967,92.197,audio_features,3poeSSSKBYpa03nMafRPmX,spotify:track:3poeSSSKBYpa03nMafRPmX,https://api.spotify.com/v1/tracks/3poeSSSKBYpa03nMafRPmX,https://api.spotify.com/v1/audio-analysis/3poeSSSKBYpa03nMafRPmX,148462,4,Jerry Lee Lewis And His Pumping Piano,High School Confidential,1958-08-11,66,63.0,63,2
0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,0.784,90.686,audio_features,1uRKT2LRANv4baowBWHfDS,spotify:track:1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/tracks/1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/audio-analysis/1uRKT2LRANv4baowBWHfDS,129893,4,Bill Haley And His Comets,Lean Jean,1958-08-11,67,,67,1
0.44,0.232,10,-11.353,1,0.0308,0.945,0.0,0.162,0.358,136.544,audio_features,2hECDE2rtiNWCjxviTO5W4,spotify:track:2hECDE2rtiNWCjxviTO5W4,https://api.spotify.com/v1/tracks/2hECDE2rtiNWCjxviTO5W4,https://api.spotify.com/v1/audio-analysis/2hECDE2rtiNWCjxviTO5W4,164600,4,The Platters,You're Making A Mistake,1958-08-04,65,,65,1
0.44,0.232,10,-11.353,1,0.0308,0.945,0.0,0.162,0.358,136.544,audio_features,2hECDE2rtiNWCjxviTO5W4,spotify:track:2hECDE2rtiNWCjxviTO5W4,https://api.spotify.com/v1/tracks/2hECDE2rtiNWCjxviTO5W4,https://api.spotify.com/v1/audio-analysis/2hECDE2rtiNWCjxviTO5W4,164600,4,The Platters,You're Making A Mistake,1958-08-11,68,65.0,65,2
0.767,0.435,9,-10.422,1,0.0339,0.444,9.08e-05,0.0791,0.805,115.139,audio_features,1KgY8yJqET4Uoix6lFeJ7Y,spotify:track:1KgY8yJqET4Uoix6lFeJ7Y,https://api.spotify.com/v1/tracks/1KgY8yJqET4Uoix6lFeJ7Y,https://api.spotify.com/v1/audio-analysis/1KgY8yJqET4Uoix6lFeJ7Y,106173,4,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-08-04,50,,50,1
0.767,0.435,9,-10.422,1,0.0339,0.444,9.08e-05,0.0791,0.805,115.139,audio_features,1KgY8yJqET4Uoix6lFeJ7Y,spotify:track:1KgY8yJqET4Uoix6lFeJ7Y,https://api.spotify.com/v1/tracks/1KgY8yJqET4Uoix6lFeJ7Y,https://api.spotify.com/v1/audio-analysis/1KgY8yJqET4Uoix6lFeJ7Y,106173,4,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,1958-08-11,69,50.0,50,2
0.426,0.257,1,-12.042,1,0.0294,0.918,0.0,0.296,0.187,74.674,audio_features,1FDTpB3neXe57RuvNpK6ny,spotify:track:1FDTpB3neXe57RuvNpK6ny,https://api.spotify.com/v1/tracks/1FDTpB3neXe57RuvNpK6ny,https://api.spotify.com/v1/audio-analysis/1FDTpB3neXe57RuvNpK6ny,187613,4,Lee Andrews And The Hearts,Try The Impossible,1958-08-04,83,,83,1
0.426,0.257,1,-12.042,1,0.0294,0.918,0.0,0.296,0.187,74.674,audio_features,1FDTpB3neXe57RuvNpK6ny,spotify:track:1FDTpB3neXe57RuvNpK6ny,https://api.spotify.com/v1/tracks/1FDTpB3neXe57RuvNpK6ny,https://api.spotify.com/v1/audio-analysis/1FDTpB3neXe57RuvNpK6ny,187613,4,Lee Andrews And The Hearts,Try The Impossible,1958-08-11,70,83.0,70,2
0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,audio_features,2DpJ9T2RVRanZcYFHKOAfA,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,https://api.spotify.com/v1/tracks/2DpJ9T2RVRanZcYFHKOAfA,https://api.spotify.com/v1/audio-analysis/2DpJ9T2RVRanZcYFHKOAfA,154733,3,Paul Anka,Midnight,1958-08-04,76,,76,1
0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,audio_features,2DpJ9T2RVRanZcYFHKOAfA,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,https://api.spotify.com/v1/tracks/2DpJ9T2RVRanZcYFHKOAfA,https://api.spotify.com/v1/audio-analysis/2DpJ9T2RVRanZcYFHKOAfA,154733,3,Paul Anka,Midnight,1958-08-11,71,76.0,71,2
0.677,0.83,0,-5.583,1,0.0418,0.253,0.0,0.307,0.745,153.252,audio_features,2xP7HSzLjtJsbuW7noNoeL,spotify:track:2xP7HSzLjtJsbuW7noNoeL,https://api.spotify.com/v1/tracks/2xP7HSzLjtJsbuW7noNoeL,https://api.spotify.com/v1/audio-analysis/2xP7HSzLjtJsbuW7noNoeL,119125,4,Fats Domino,Little Mary,1958-08-04,95,,95,1
0.677,0.83,0,-5.583,1,0.0418,0.253,0.0,0.307,0.745,153.252,audio_features,2xP7HSzLjtJsbuW7noNoeL,spotify:track:2xP7HSzLjtJsbuW7noNoeL,https://api.spotify.com/v1/tracks/2xP7HSzLjtJsbuW7noNoeL,https://api.spotify.com/v1/audio-analysis/2xP7HSzLjtJsbuW7noNoeL,119125,4,Fats Domino,Little Mary,1958-08-11,72,95.0,72,2
0.432,0.202,0,-14.518,1,0.0283,0.908,0.0,0.181,0.641,100.082,audio_features,07ePHsQ0SopWrnCbNjNC2D,spotify:track:07ePHsQ0SopWrnCbNjNC2D,https://api.spotify.com/v1/tracks/07ePHsQ0SopWrnCbNjNC2D,https://api.spotify.com/v1/audio-analysis/07ePHsQ0SopWrnCbNjNC2D,140533,3,Little Anthony And The Imperials,Tears On My Pillow,1958-08-11,73,,73,1
0.493,0.433,0,-12.367,1,0.324,0.00526,0.852,0.129,0.226,107.493,audio_features,7Aua757VSl2zj4YZ6HHMfH,spotify:track:7Aua757VSl2zj4YZ6HHMfH,https://api.spotify.com/v1/tracks/7Aua757VSl2zj4YZ6HHMfH,https://api.spotify.com/v1/audio-analysis/7Aua757VSl2zj4YZ6HHMfH,264263,4,The Diamonds,Kathy-O,1958-08-04,45,,45,1
0.493,0.433,0,-12.367,1,0.324,0.00526,0.852,0.129,0.226,107.493,audio_features,7Aua757VSl2zj4YZ6HHMfH,spotify:track:7Aua757VSl2zj4YZ6HHMfH,https://api.spotify.com/v1/tracks/7Aua757VSl2zj4YZ6HHMfH,https://api.spotify.com/v1/audio-analysis/7Aua757VSl2zj4YZ6HHMfH,264263,4,The Diamonds,Kathy-O,1958-08-11,74,45.0,45,2
0.224,0.106,8,-27.422,1,0.0412,0.891,0.673,0.111,0.124,66.073,audio_features,5jfEMDuh7u4on4guQXxgUF,spotify:track:5jfEMDuh7u4on4guQXxgUF,https://api.spotify.com/v1/tracks/5jfEMDuh7u4on4guQXxgUF,https://api.spotify.com/v1/audio-analysis/5jfEMDuh7u4on4guQXxgUF,137340,4,The Three G's,Let's Go Steady For The Summer,1958-08-04,55,,55,1
0.224,0.106,8,-27.422,1,0.0412,0.891,0.673,0.111,0.124,66.073,audio_features,5jfEMDuh7u4on4guQXxgUF,spotify:track:5jfEMDuh7u4on4guQXxgUF,https://api.spotify.com/v1/tracks/5jfEMDuh7u4on4guQXxgUF,https://api.spotify.com/v1/audio-analysis/5jfEMDuh7u4on4guQXxgUF,137340,4,The Three G's,Let's Go Steady For The Summer,1958-08-11,75,55.0,55,2
0.434,0.591,7,-9.685,1,0.0292,0.38,0.0,0.898,0.751,86.805,audio_features,4mhSrAdYDIFZF2nsNhpQVx,spotify:track:4mhSrAdYDIFZF2nsNhpQVx,https://api.spotify.com/v1/tracks/4mhSrAdYDIFZF2nsNhpQVx,https://api.spotify.com/v1/audio-analysis/4mhSrAdYDIFZF2nsNhpQVx,125573,4,Marty Robbins,Just Married,1958-08-11,76,,76,1
0.618,0.802,5,-4.792,1,0.0265,0.00151,0.0211,0.252,0.567,102.008,audio_features,5iEOCpoeZDAGae1IycuPxh,spotify:track:5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/tracks/5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/audio-analysis/5iEOCpoeZDAGae1IycuPxh,261153,4,Jan & Arnie,Jennie Lee,1958-08-04,44,,44,1
0.618,0.802,5,-4.792,1,0.0265,0.00151,0.0211,0.252,0.567,102.008,audio_features,5iEOCpoeZDAGae1IycuPxh,spotify:track:5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/tracks/5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/audio-analysis/5iEOCpoeZDAGae1IycuPxh,261153,4,Jan & Arnie,Jennie Lee,1958-08-11,77,44.0,44,2
0.629,0.992,5,-4.291,1,0.0526,0.713,0.00646,0.383,0.927,141.244,audio_features,09rgGhdiDFN4ncshUUkI9g,spotify:track:09rgGhdiDFN4ncshUUkI9g,https://api.spotify.com/v1/tracks/09rgGhdiDFN4ncshUUkI9g,https://api.spotify.com/v1/audio-analysis/09rgGhdiDFN4ncshUUkI9g,129541,4,Royal Teens,Harvey's Got A Girl Friend,1958-08-11,78,,78,1
0.561,0.321,0,-10.659,1,0.0333,0.859,0.0,0.344,0.536,81.351,audio_features,1zQvlTtOe3oZWVwXkexscS,spotify:track:1zQvlTtOe3oZWVwXkexscS,https://api.spotify.com/v1/tracks/1zQvlTtOe3oZWVwXkexscS,https://api.spotify.com/v1/audio-analysis/1zQvlTtOe3oZWVwXkexscS,140867,3,Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-08-04,94,,94,1
0.561,0.321,0,-10.659,1,0.0333,0.859,0.0,0.344,0.536,81.351,audio_features,1zQvlTtOe3oZWVwXkexscS,spotify:track:1zQvlTtOe3oZWVwXkexscS,https://api.spotify.com/v1/tracks/1zQvlTtOe3oZWVwXkexscS,https://api.spotify.com/v1/audio-analysis/1zQvlTtOe3oZWVwXkexscS,140867,3,Marty Robbins,She Was Only Seventeen (He Was One Year More),1958-08-11,79,94.0,79,2
0.714,0.464,8,-11.08,1,0.0514,0.9,0.283,0.103,0.921,124.553,audio_features,15NPJtiKnH6vl1YTIBx9Mf,spotify:track:15NPJtiKnH6vl1YTIBx9Mf,https://api.spotify.com/v1/tracks/15NPJtiKnH6vl1YTIBx9Mf,https://api.spotify.com/v1/audio-analysis/15NPJtiKnH6vl1YTIBx9Mf,132280,4,The Diamonds,Happy Years,1958-08-04,77,,77,1
0.714,0.464,8,-11.08,1,0.0514,0.9,0.283,0.103,0.921,124.553,audio_features,15NPJtiKnH6vl1YTIBx9Mf,spotify:track:15NPJtiKnH6vl1YTIBx9Mf,https://api.spotify.com/v1/tracks/15NPJtiKnH6vl1YTIBx9Mf,https://api.spotify.com/v1/audio-analysis/15NPJtiKnH6vl1YTIBx9Mf,132280,4,The Diamonds,Happy Years,1958-08-11,80,77.0,77,2
0.573,0.288,3,-14.921,1,0.0314,0.84,1.44e-06,0.102,0.398,93.56,audio_features,4tRnUUeXZYLuiF6YvaYuBB,spotify:track:4tRnUUeXZYLuiF6YvaYuBB,https://api.spotify.com/v1/tracks/4tRnUUeXZYLuiF6YvaYuBB,https://api.spotify.com/v1/audio-analysis/4tRnUUeXZYLuiF6YvaYuBB,146400,3,Nat King Cole,Looking Back,1958-08-11,81,,81,1
0.421,0.0533,0,-22.052,1,0.0405,0.946,0.000437,0.131,0.111,111.996,audio_features,7yED4n2U8RR5LKZVmisiev,spotify:track:7yED4n2U8RR5LKZVmisiev,https://api.spotify.com/v1/tracks/7yED4n2U8RR5LKZVmisiev,https://api.spotify.com/v1/audio-analysis/7yED4n2U8RR5LKZVmisiev,203307,4,Tony Bennett,Young And Warm And Wonderful,1958-08-04,59,,59,1
0.421,0.0533,0,-22.052,1,0.0405,0.946,0.000437,0.131,0.111,111.996,audio_features,7yED4n2U8RR5LKZVmisiev,spotify:track:7yED4n2U8RR5LKZVmisiev,https://api.spotify.com/v1/tracks/7yED4n2U8RR5LKZVmisiev,https://api.spotify.com/v1/audio-analysis/7yED4n2U8RR5LKZVmisiev,203307,4,Tony Bennett,Young And Warm And Wonderful,1958-08-11,82,59.0,59,2
0.566,0.266,10,-11.303,1,0.0254,0.707,0.0,0.283,0.474,102.697,audio_features,3dUvLoLd0yPJuXtfMmbFmk,spotify:track:3dUvLoLd0yPJuXtfMmbFmk,https://api.spotify.com/v1/tracks/3dUvLoLd0yPJuXtfMmbFmk,https://api.spotify.com/v1/audio-analysis/3dUvLoLd0yPJuXtfMmbFmk,175800,4,Kitty Wells,Jealousy,1958-08-04,87,,87,1
0.566,0.266,10,-11.303,1,0.0254,0.707,0.0,0.283,0.474,102.697,audio_features,3dUvLoLd0yPJuXtfMmbFmk,spotify:track:3dUvLoLd0yPJuXtfMmbFmk,https://api.spotify.com/v1/tracks/3dUvLoLd0yPJuXtfMmbFmk,https://api.spotify.com/v1/audio-analysis/3dUvLoLd0yPJuXtfMmbFmk,175800,4,Kitty Wells,Jealousy,1958-08-11,83,87.0,83,2
0.44,0.285,10,-9.357,1,0.0283,0.862,0.0,0.187,0.411,111.261,audio_features,7tyuIX684fvLD5oipSb0Y3,spotify:track:7tyuIX684fvLD5oipSb0Y3,https://api.spotify.com/v1/tracks/7tyuIX684fvLD5oipSb0Y3,https://api.spotify.com/v1/audio-analysis/7tyuIX684fvLD5oipSb0Y3,158502,1,Little Willie John,You're A Sweetheart,1958-08-11,84,,84,1
0.701,0.607,3,-10.725,0,0.0326,0.635,0.0,0.368,0.935,118.928,audio_features,4oilV0jHjezo5PKIm6GllO,spotify:track:4oilV0jHjezo5PKIm6GllO,https://api.spotify.com/v1/tracks/4oilV0jHjezo5PKIm6GllO,https://api.spotify.com/v1/audio-analysis/4oilV0jHjezo5PKIm6GllO,142933,4,Jimmie Rodgers,The Wizard,1958-08-11,85,,85,1
0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,spotify:track:65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4,The Drifters,Drip Drop,1958-08-11,58,,58,1
0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,spotify:track:65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4,The Drifters,Moonlight Bay,1958-08-11,86,,86,1
0.792,0.508,6,-9.88,1,0.0559,0.808,0.00019,0.089,0.906,83.242,audio_features,4LGgxLhuTIezAxalVLVRNt,spotify:track:4LGgxLhuTIezAxalVLVRNt,https://api.spotify.com/v1/tracks/4LGgxLhuTIezAxalVLVRNt,https://api.spotify.com/v1/audio-analysis/4LGgxLhuTIezAxalVLVRNt,99991,4,Johnny Cash And The Tennessee Two,Come In Stranger,1958-08-11,87,,87,1
0.784,0.737,5,-2.174,1,0.0758,0.0877,0.0,0.1,0.623,97.5,audio_features,3ZGkdrigbWXLgHungXfZkt,spotify:track:3ZGkdrigbWXLgHungXfZkt,https://api.spotify.com/v1/tracks/3ZGkdrigbWXLgHungXfZkt,https://api.spotify.com/v1/audio-analysis/3ZGkdrigbWXLgHungXfZkt,135612,3,Boots Brown And His Blockbusters,Cerveza,1958-08-11,88,,88,1
0.694,0.771,4,-4.642,0,0.386,0.805,0.0,0.592,0.895,146.569,audio_features,1OdIJI2nChNUwj9tJ6riFr,spotify:track:1OdIJI2nChNUwj9tJ6riFr,https://api.spotify.com/v1/tracks/1OdIJI2nChNUwj9tJ6riFr,https://api.spotify.com/v1/audio-analysis/1OdIJI2nChNUwj9tJ6riFr,160347,4,Joe South,The Purple People Eater Meets The Witch Doctor,1958-08-04,91,,91,1
0.694,0.771,4,-4.642,0,0.386,0.805,0.0,0.592,0.895,146.569,audio_features,1OdIJI2nChNUwj9tJ6riFr,spotify:track:1OdIJI2nChNUwj9tJ6riFr,https://api.spotify.com/v1/tracks/1OdIJI2nChNUwj9tJ6riFr,https://api.spotify.com/v1/audio-analysis/1OdIJI2nChNUwj9tJ6riFr,160347,4,Joe South,The Purple People Eater Meets The Witch Doctor,1958-08-11,89,91.0,89,2
0.549,0.364,4,-11.845,1,0.386,0.524,0.0,0.286,0.849,166.577,audio_features,47QETusses56KXNvXxqUXP,spotify:track:47QETusses56KXNvXxqUXP,https://api.spotify.com/v1/tracks/47QETusses56KXNvXxqUXP,https://api.spotify.com/v1/audio-analysis/47QETusses56KXNvXxqUXP,151040,4,The Playmates,Don't Go Home,1958-08-04,70,,70,1
0.549,0.364,4,-11.845,1,0.386,0.524,0.0,0.286,0.849,166.577,audio_features,47QETusses56KXNvXxqUXP,spotify:track:47QETusses56KXNvXxqUXP,https://api.spotify.com/v1/tracks/47QETusses56KXNvXxqUXP,https://api.spotify.com/v1/audio-analysis/47QETusses56KXNvXxqUXP,151040,4,The Playmates,Don't Go Home,1958-08-11,90,70.0,70,2
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,All I Have To Do Is Dream,1958-08-04,49,,49,1
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,Devoted To You,1958-08-11,43,,43,1
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,All I Have To Do Is Dream,1958-08-11,91,49.0,49,2
0.528,0.316,0,-13.214,1,0.0284,0.53,0.787,0.131,0.708,108.108,audio_features,6aOxKTk3Dh08MGgnLv9862,spotify:track:6aOxKTk3Dh08MGgnLv9862,https://api.spotify.com/v1/tracks/6aOxKTk3Dh08MGgnLv9862,https://api.spotify.com/v1/audio-analysis/6aOxKTk3Dh08MGgnLv9862,153347,4,Billy Vaughn And His Orchestra,La Paloma,1958-08-11,92,,92,1
0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,audio_features,1PpbrbgsXRXeKw1GnZMEv7,spotify:track:1PpbrbgsXRXeKw1GnZMEv7,https://api.spotify.com/v1/tracks/1PpbrbgsXRXeKw1GnZMEv7,https://api.spotify.com/v1/audio-analysis/1PpbrbgsXRXeKw1GnZMEv7,246440,3,Robert & Johnny,I Believe In You,1958-08-04,97,,97,1
0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,audio_features,1PpbrbgsXRXeKw1GnZMEv7,spotify:track:1PpbrbgsXRXeKw1GnZMEv7,https://api.spotify.com/v1/tracks/1PpbrbgsXRXeKw1GnZMEv7,https://api.spotify.com/v1/audio-analysis/1PpbrbgsXRXeKw1GnZMEv7,246440,3,Robert & Johnny,I Believe In You,1958-08-11,93,97.0,93,2
0.514,0.922,0,-6.554,1,0.0564,0.574,0.918,0.166,0.775,178.907,audio_features,3nvVEszAQGAZ7i5wd1C7Fq,spotify:track:3nvVEszAQGAZ7i5wd1C7Fq,https://api.spotify.com/v1/tracks/3nvVEszAQGAZ7i5wd1C7Fq,https://api.spotify.com/v1/audio-analysis/3nvVEszAQGAZ7i5wd1C7Fq,133240,4,The Champs,Midnighter,1958-08-11,94,,94,1
0.529,0.87,8,-3.32,0,0.327,0.0529,0.0,0.0946,0.36,182.1,audio_features,2F6JxWMP2ZfmVErc3ZTmqQ,spotify:track:2F6JxWMP2ZfmVErc3ZTmqQ,https://api.spotify.com/v1/tracks/2F6JxWMP2ZfmVErc3ZTmqQ,https://api.spotify.com/v1/audio-analysis/2F6JxWMP2ZfmVErc3ZTmqQ,222507,4,The Champs,Chariot Rock,1958-08-11,95,,95,1
0.602,0.796,9,-7.576,0,0.0675,0.838,0.00255,0.0784,0.558,111.646,audio_features,6mw3mUQYyU0li2ZgWLqj4S,spotify:track:6mw3mUQYyU0li2ZgWLqj4S,https://api.spotify.com/v1/tracks/6mw3mUQYyU0li2ZgWLqj4S,https://api.spotify.com/v1/audio-analysis/6mw3mUQYyU0li2ZgWLqj4S,144442,4,Jimmy Reed,Down In Virginia,1958-08-11,96,,96,1
0.543,0.56,0,-8.703,1,0.117,0.858,0.0,0.309,0.653,157.198,audio_features,1ZGJKmUIMPzCf0OvFwDrSz,spotify:track:1ZGJKmUIMPzCf0OvFwDrSz,https://api.spotify.com/v1/tracks/1ZGJKmUIMPzCf0OvFwDrSz,https://api.spotify.com/v1/audio-analysis/1ZGJKmUIMPzCf0OvFwDrSz,141107,4,Tennessee Ernie Ford,Sunday Barbecue,1958-08-11,97,,97,1
0.651,0.376,8,-11.32,1,0.0435,0.809,1.72e-06,0.13,0.593,97.011,audio_features,0Hja9zlVQHC768PsPjWscW,spotify:track:0Hja9zlVQHC768PsPjWscW,https://api.spotify.com/v1/tracks/0Hja9zlVQHC768PsPjWscW,https://api.spotify.com/v1/audio-analysis/0Hja9zlVQHC768PsPjWscW,168400,4,Eydie Gorme,Gotta Have Rain,1958-08-04,75,,74,1
0.651,0.376,8,-11.32,1,0.0435,0.809,1.72e-06,0.13,0.593,97.011,audio_features,0Hja9zlVQHC768PsPjWscW,spotify:track:0Hja9zlVQHC768PsPjWscW,https://api.spotify.com/v1/tracks/0Hja9zlVQHC768PsPjWscW,https://api.spotify.com/v1/audio-analysis/0Hja9zlVQHC768PsPjWscW,168400,4,Eydie Gorme,Gotta Have Rain,1958-08-11,98,74.0,74,2
0.41,0.0418,1,-24.754,1,0.035,0.977,0.0137,0.117,0.247,67.882,audio_features,5QnCtH7euld6R68UwcWrte,spotify:track:5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/tracks/5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/audio-analysis/5QnCtH7euld6R68UwcWrte,184467,4,Nat King Cole,Nothing In The World,1958-08-11,99,,99,1
0.588,0.166,8,-19.538,1,0.0372,0.954,0.879,0.229,0.194,104.232,audio_features,7hOfHLHUyYaOVuL8MxzoLv,spotify:track:7hOfHLHUyYaOVuL8MxzoLv,https://api.spotify.com/v1/tracks/7hOfHLHUyYaOVuL8MxzoLv,https://api.spotify.com/v1/audio-analysis/7hOfHLHUyYaOVuL8MxzoLv,202428,3,The Kirby Stone Four,"Baubles, Bangles And Beads",1958-08-04,51,,50,1
0.588,0.166,8,-19.538,1,0.0372,0.954,0.879,0.229,0.194,104.232,audio_features,7hOfHLHUyYaOVuL8MxzoLv,spotify:track:7hOfHLHUyYaOVuL8MxzoLv,https://api.spotify.com/v1/tracks/7hOfHLHUyYaOVuL8MxzoLv,https://api.spotify.com/v1/audio-analysis/7hOfHLHUyYaOVuL8MxzoLv,202428,3,The Kirby Stone Four,"Baubles, Bangles And Beads",1958-08-11,100,50.0,50,2
0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,audio_features,5ayybTSXNwcarDtxQKqvWX,spotify:track:5ayybTSXNwcarDtxQKqvWX,https://api.spotify.com/v1/tracks/5ayybTSXNwcarDtxQKqvWX,https://api.spotify.com/v1/audio-analysis/5ayybTSXNwcarDtxQKqvWX,153933,4,Ricky Nelson,Poor Little Fool,1958-08-04,1,,1,1
0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,audio_features,5ayybTSXNwcarDtxQKqvWX,spotify:track:5ayybTSXNwcarDtxQKqvWX,https://api.spotify.com/v1/tracks/5ayybTSXNwcarDtxQKqvWX,https://api.spotify.com/v1/audio-analysis/5ayybTSXNwcarDtxQKqvWX,153933,4,Ricky Nelson,Poor Little Fool,1958-08-11,1,1.0,1,2
0.699,0.715,1,-5.976,1,0.0391,0.18,0.415,0.0704,0.81,137.373,audio_features,2bwhOdCOLgQ8v6xStAqnju,spotify:track:2bwhOdCOLgQ8v6xStAqnju,https://api.spotify.com/v1/tracks/2bwhOdCOLgQ8v6xStAqnju,https://api.spotify.com/v1/audio-analysis/2bwhOdCOLgQ8v6xStAqnju,140000,4,Perez Prado And His Orchestra,Patricia,1958-08-04,2,,2,1
0.699,0.715,1,-5.976,1,0.0391,0.18,0.415,0.0704,0.81,137.373,audio_features,2bwhOdCOLgQ8v6xStAqnju,spotify:track:2bwhOdCOLgQ8v6xStAqnju,https://api.spotify.com/v1/tracks/2bwhOdCOLgQ8v6xStAqnju,https://api.spotify.com/v1/audio-analysis/2bwhOdCOLgQ8v6xStAqnju,140000,4,Perez Prado And His Orchestra,Patricia,1958-08-11,3,2.0,2,2
0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,audio_features,40fD7ct05FvQHLdQTgJelG,spotify:track:40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/tracks/40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/audio-analysis/40fD7ct05FvQHLdQTgJelG,131720,4,Bobby Darin,Splish Splash,1958-08-04,3,,3,1
